MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
7388895,172042272,07/24/2017,07/21/2017,01:00:00,07/23/2017,23:40:00,203,,,2636 CHURCH ST NW,0710,2404,,1,Unk,Unk,20,AUTO THEFT,Riverside,D,-84.474410000000006,33.80988
7388896,172042388,07/23/2017,07/23/2017,21:00:00,07/23/2017,23:00:00,414,,,3760 PRINCETON LAKES PKWY SW,0650,2304,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.510509999999996,33.658059999999999
7388897,172050041,07/24/2017,07/23/2017,23:50:00,07/23/2017,23:50:00,511,,,48 BROAD ST SW,0331,1205,,1,Morn,Sun,13,ROBBERY-PEDESTRIAN,Downtown,M,-84.392319999999998,33.752830000000003
7388898,172050053,07/24/2017,07/24/2017,00:21:00,07/24/2017,00:21:00,402,,,590 CASCADE AVE SW,0630,2303,10,1,Morn,Mon,12,LARCENY-NON VEHICLE,West End,T,-84.432760000000002,33.738120000000002
7388899,172050067,07/24/2017,07/23/2017,21:00:00,07/24/2017,00:30:00,307,,,357 PICKFAIR AVE SW,0640,2305,,1,Eve,Sun,20,LARCENY-FROM VEHICLE,Lakewood Heights,Y,-84.400989999999993,33.704149999999998
7388900,172050073,07/24/2017,07/24/2017,00:25:00,07/24/2017,00:29:00,603,,,620 GLEN IRIS DR NE,0311,1204,,2,Morn,Mon,3,ROBBERY-PEDESTRIAN,Old Fourth Ward,M,-84.368120000000005,33.771509999999999
7388901,172050141,07/24/2017,07/24/2017,01:10:00,07/24/2017,01:20:00,311,,,2802 3RD AVE SW,0511,2202,,1,Morn,Mon,20,BURGLARY-RESIDENCE,Hammond Park,X,-84.402109999999993,33.678460000000001
7388902,172050172,07/24/2017,07/24/2017,00:45:00,07/24/2017,02:00:00,611,,,2315 GLENWOOD AVE SE,0660,2317,,1,Morn,Mon,23,LARCENY-NON VEHICLE,East Lake,O,-84.311490000000006,33.739840000000001
7388903,172050204,07/24/2017,07/24/2017,01:00:00,07/24/2017,02:00:00,213,,,1944 PIEDMONT CIR NE,0420,1315K,,1,Morn,Mon,,AGG ASSAULT,Piedmont Heights,F,-84.367869999999996,33.81165
7388904,172050218,07/24/2017,07/24/2017,00:00:00,07/24/2017,01:50:00,301,,,1047 BIGLIN ST SW,0640,2305,,1,Morn,Mon,,LARCENY-FROM VEHICLE,Oakland City,S,-84.415509999999998,33.725549999999998
7388905,172050268,07/24/2017,07/24/2017,02:28:00,07/24/2017,02:28:00,306,,416,1975 RAMBLING DR SW,0311,1212,,1,Morn,Mon,26,ROBBERY-PEDESTRIAN,Sylvan Hills,X,-84.406180000000006,33.700679999999998
7388906,172050547,07/24/2017,07/20/2017,19:00:00,07/24/2017,07:50:00,501,,,1005 HEMPHILL AVE NW,0720,2424,,1,Unk,Unk,13,AUTO THEFT,Home Park,E,-84.404380000000003,33.782200000000003
7388907,172050575,07/24/2017,07/23/2017,12:30:00,07/24/2017,07:00:00,503,,,223 12TH ST NE,0670,2308,,1,Unk,Sun,6,LARCENY-NON VEHICLE,Midtown,E,-84.380009999999999,33.78407
7388908,172050581,07/24/2017,07/20/2017,05:00:00,07/24/2017,07:00:00,504,,4022,950 MARIETTA ST NW,0511,2202,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Marietta Street Artery,E,-84.408069999999995,33.776890000000002
7388909,172050594,07/24/2017,07/24/2017,06:15:00,07/24/2017,07:30:00,607,,,1105 BURNS ST SE,0710,2404,,1,Morn,Mon,20,AUTO THEFT,Ormewood Park,W,-84.351309999999998,33.726300000000002
7388910,172050641,07/24/2017,07/24/2017,05:00:00,07/24/2017,06:00:00,408,,,1425 CLARK HOWARD LN SW,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,Venetian Hills,S,-84.446020000000004,33.716209999999997
7388911,172050642,07/24/2017,07/24/2017,07:50:00,07/24/2017,07:55:00,309,,,655 CLEVELAND AVE SW,0690,2374,,1,Day,Mon,23,LARCENY-NON VEHICLE,Perkerson,X,-84.410290000000003,33.682400000000001
7388912,172050699,07/24/2017,07/23/2017,19:00:00,07/24/2017,08:00:00,411,,,3030 CONTINENTAL COLONY PKWY SW,0511,2202,,1,Morn,Mon,99,BURGLARY-RESIDENCE,Greenbriar,R,-84.491960000000006,33.682949999999998
7388913,172050777,07/24/2017,07/23/2017,22:48:00,07/24/2017,08:28:00,410,,68,1965 PLAZA LN SW,0710,2404,,1,Morn,Mon,26,AUTO THEFT,Campbellton Road,R,-84.452569999999994,33.703620000000001
7388914,172050783,07/24/2017,07/23/2017,22:30:00,07/24/2017,08:55:00,412,,,4079 SUNSET DR SW,0710,2404,,1,Morn,Mon,20,AUTO THEFT,Ben Hill Terrace,P,-84.521749999999997,33.698590000000003
7388915,172050802,07/24/2017,07/24/2017,03:00:00,07/24/2017,05:00:00,411,,,3719 N CAMP CREEK PKWY,0420,1315K,10,2,Morn,Mon,,AGG ASSAULT,Deerwood,P,-84.510040000000004,33.67521
7388916,172050921,07/24/2017,07/23/2017,22:00:00,07/24/2017,00:15:00,407,,,3424 MARTIN L KING JR DR SW @ADAMSVILLE-COLLIER H,0640,2305,,3,Morn,Sun,,LARCENY-FROM VEHICLE,Adamsville,H,-84.500140000000002,33.755029999999998
7388917,172050937,07/24/2017,07/22/2017,16:00:00,07/24/2017,06:30:00,502,,,1270 SPRING ST NW,0690,2399,,1,Unk,Unk,6,LARCENY-NON VEHICLE,Midtown,E,-84.389939999999996,33.789490000000001
7388918,172050940,07/24/2017,07/24/2017,10:13:00,07/24/2017,10:13:00,302,,,554 UNIVERSITY AVE SW,0650,2304,,4,Day,Mon,20,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.405730000000005,33.721879999999999
7388919,172050948,07/24/2017,07/24/2017,09:45:00,07/24/2017,10:05:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,10,1,Day,Mon,8,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
7388920,172050994,07/24/2017,07/24/2017,10:25:00,07/24/2017,10:39:00,404,,,833 CASCADE AVE SW,0620,2302,,1,Day,Mon,13,LARCENY-NON VEHICLE,Cascade Avenue/Road,S,-84.438500000000005,33.732689999999998
7388921,172051099,07/24/2017,07/24/2017,11:15:00,07/24/2017,11:25:00,106,,,1140 DONALD LEE HOLLOWELL PKWY NW @MADDOX PARK,0341,1206,,1,Day,Mon,13,ROBBERY-PEDESTRIAN,Bankhead,K,-84.425730000000001,33.771720000000002
7388922,172051115,07/24/2017,07/24/2017,11:31:00,07/24/2017,11:31:00,302,,,505 DUNBAR ST SW,0521,2204,,1,Day,Mon,20,BURGLARY-RESIDENCE,Pittsburgh,V,-84.404229999999998,33.722999999999999
7388923,172051142,07/24/2017,07/23/2017,17:00:00,07/23/2017,17:00:00,303,,4,803 PRYOR ST SW,0341,1206,,1,Eve,Sun,13,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.394019999999998,33.73283
7388924,172051166,07/24/2017,07/24/2017,02:00:00,07/24/2017,08:30:00,608,,,1763 DELAWARE AVE NE,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,Lake Claire,N,-84.32978,33.763730000000002
7388925,172051211,07/24/2017,07/23/2017,12:00:00,07/24/2017,10:30:00,208,,,3380 PEACHTREE RD NE,0640,2305,,1,Unk,Sun,,LARCENY-FROM VEHICLE,North Buckhead,B,-84.366169999999997,33.849690000000002
7388926,172051233,07/24/2017,07/22/2017,12:00:00,07/22/2017,16:00:00,507,,,244 FAIR ST SW,0640,2305,,1,Day,Sat,,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.401160000000004,33.747970000000002
7388927,172051279,07/24/2017,07/24/2017,10:00:00,07/24/2017,12:47:00,402,,,1405 BRIDGES AVE SW,0710,2404,,1,Day,Mon,20,AUTO THEFT,Bush Mountain,S,-84.433769999999996,33.726759999999999
7388928,172051284,07/24/2017,07/23/2017,13:00:00,07/24/2017,00:00:00,604,,C,691 JOHN WESLEY DOBBS AVE NE,0690,2310,,1,Eve,Sun,5,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.364869999999996,33.759340000000002
7388929,172051340,07/24/2017,07/22/2017,15:00:00,07/24/2017,08:30:00,407,,,3690 ADAMSVILLE DR SW,0670,2308,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Adamsville,H,-84.508319999999998,33.761380000000003
7388930,172051378,07/24/2017,07/24/2017,15:00:00,07/24/2017,15:00:00,308,,100,390 THOMASVILLE BLVD,0410,1314,,2,Eve,Mon,,AGG ASSAULT,Thomasville Heights,Z,-84.357680000000002,33.706130000000002
7388931,172051385,07/24/2017,07/24/2017,13:15:00,07/24/2017,13:43:00,414,,,3830 PRINCETON LAKES PKWY SW,0690,2314,,1,Day,Mon,11,LARCENY-NON VEHICLE,Princeton Lakes,P,-84.512709999999998,33.656390000000002
7388932,172051401,07/24/2017,07/24/2017,13:00:00,07/24/2017,13:50:00,607,,,1065 AVONDALE AVE SE,0511,2202,,2,Day,Mon,20,BURGLARY-RESIDENCE,Boulevard Heights,W,-84.362819999999999,33.725589999999997
7388933,172051403,07/24/2017,07/24/2017,10:30:00,07/24/2017,13:50:00,312,,61,140 MOUNT ZION RD SE,0650,2304,,0,Day,Mon,20,LARCENY-FROM VEHICLE,Glenrose Heights,Z,-84.384829999999994,33.672870000000003
7388934,172051412,07/24/2017,07/24/2017,13:00:00,07/24/2017,13:50:00,407,,,569 OAKSIDE DR SW,0710,2404,,1,Day,Mon,18,AUTO THEFT,Wisteria Gardens,H,-84.512600000000006,33.755510000000001
7388935,172051424,07/24/2017,07/24/2017,13:45:00,07/24/2017,14:15:00,605,,,800 GLENWOOD AVE SE,0630,2303,,1,Day,Mon,12,LARCENY-NON VEHICLE,Grant Park,W,-84.360020000000006,33.742339999999999
7388936,172051474,07/24/2017,07/24/2017,14:20:00,07/24/2017,15:00:00,113,,,905 JAMES JACKSON PKWY NW,0710,2404,,1,Day,Mon,5,AUTO THEFT,Carey Park,G,-84.476259999999996,33.780099999999997
7388937,172051499,07/24/2017,07/23/2017,23:00:00,07/24/2017,14:51:00,611,,,202 CANDLER RD,0690,2399,,1,Morn,Mon,23,LARCENY-NON VEHICLE,East Lake,O,-84.291529999999995,33.747540000000001
7388938,172051639,07/24/2017,07/05/2017,19:05:00,07/05/2017,19:15:00,303,,,625 GARIBALDI ST SW,0710,2404,,1,Eve,Wed,20,AUTO THEFT,Mechanicsville,V,-84.399330000000006,33.737760000000002
7388939,172051647,07/24/2017,07/24/2017,13:20:00,07/24/2017,18:00:00,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,0710,2404,,1,Eve,Mon,,AUTO THEFT,North Buckhead,B,-84.362780000000001,33.853020000000001
7388940,172051675,07/24/2017,07/24/2017,15:20:00,07/24/2017,15:20:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,10,1,Eve,Mon,8,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
7388941,172051716,07/24/2017,07/21/2017,15:15:00,07/23/2017,15:00:00,504,,,590 MEANS ST NW,0670,2308,,1,Unk,Unk,99,LARCENY-NON VEHICLE,Marietta Street Artery,E,-84.40719,33.774290000000001
7388942,172051733,07/24/2017,07/24/2017,14:50:00,07/24/2017,15:32:00,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,0670,2308,,1,Eve,Mon,,LARCENY-NON VEHICLE,North Buckhead,B,-84.361159999999998,33.852519999999998
7388943,172051796,07/24/2017,07/24/2017,08:30:00,07/24/2017,16:30:00,304,,D-3,942 HANK AARON DR SE,0670,2308,,1,Day,Mon,20,LARCENY-NON VEHICLE,Peoplestown,V,-84.387870000000007,33.728279999999998
7388944,172051797,07/24/2017,07/24/2017,14:10:00,07/24/2017,16:30:00,202,,100,3715 NORTHSIDE PKWY NW,0690,2399,,1,Eve,Mon,5,LARCENY-NON VEHICLE,Mt. Paran/Northside,A,-84.431700000000006,33.856560000000002
7388945,172051825,07/24/2017,07/24/2017,17:20:00,07/24/2017,17:20:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,10,1,Eve,Mon,8,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
7388946,172051915,07/24/2017,07/24/2017,17:30:00,07/24/2017,18:00:00,507,,,89 MANGUM ST SW,0640,2305,10,1,Eve,Mon,18,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.400450000000006,33.751980000000003
7388947,172051921,07/24/2017,07/23/2017,20:00:00,07/24/2017,17:30:00,414,,TELEC,3833 PRINCETON LAKES CT SW,0640,2305,,1,Unk,Mon,18,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.513159999999999,33.656840000000003
7388948,172051943,07/24/2017,07/24/2017,17:30:00,07/24/2017,17:30:00,407,,,3942 BAKERS FERRY RD SW,0640,2305,,1,Eve,Mon,20,LARCENY-FROM VEHICLE,Wilson Mill Meadows,H,-84.517110000000002,33.755090000000003
7388949,172051982,07/24/2017,07/23/2017,21:15:00,07/24/2017,18:00:00,608,,,626 HARDENDORF AVE NE,0640,2305,,1,Unk,Mon,13,LARCENY-FROM VEHICLE,Lake Claire,N,-84.332149999999999,33.771320000000003
7388950,172052088,07/24/2017,07/24/2017,18:47:00,07/24/2017,19:30:00,312,,,142 OAK DR SW,0690,2399,,0,Eve,Mon,,LARCENY-NON VEHICLE,Glenrose Heights,Z,-84.390559999999994,33.668700000000001
7388951,172052092,07/24/2017,07/24/2017,18:40:00,07/24/2017,18:48:00,504,,,935 MARIETTA ST NW,0640,2305,,1,Eve,Mon,,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.40849,33.777949999999997
7388952,172052099,07/24/2017,07/22/2017,16:00:00,07/24/2017,18:55:00,301,,,993 ARDEN AVE SW,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Capitol View,X,-84.420730000000006,33.717230000000001
7388953,172052166,07/24/2017,07/24/2017,10:00:00,07/24/2017,19:00:00,311,,C2,2907 3RD AVE SW,0511,2202,,1,Day,Mon,26,BURGLARY-RESIDENCE,Hammond Park,X,-84.405619999999999,33.676259999999999
7388954,172052170,07/24/2017,07/24/2017,18:30:00,07/24/2017,18:45:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0690,2399,,1,Eve,Mon,8,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
7388955,172052198,07/24/2017,07/22/2017,00:01:00,07/24/2017,06:00:00,205,,,2088 EVERGREEN LN NW,0640,2305,,1,Unk,Unk,20,LARCENY-FROM VEHICLE,Collier Hills,C,-84.405429999999996,33.812049999999999
7388956,172052285,07/24/2017,07/24/2017,19:24:00,07/24/2017,20:20:00,502,,,500 10TH ST NE @BELTLINE BUSINESS,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,,E,-84.369219999999999,33.782229999999998
7388957,172052365,07/24/2017,07/24/2017,21:00:00,07/24/2017,22:00:00,106,,,1140 DONALD LEE HOLLOWELL PKWY NW,0690,2399,,1,Eve,Mon,31,LARCENY-NON VEHICLE,Bankhead,K,-84.424250000000001,33.769060000000003
7388958,172052396,07/24/2017,07/24/2017,04:00:00,07/24/2017,21:15:00,307,,,284 LAKEWOOD WAY SW,0511,2202,,1,Unk,Mon,20,BURGLARY-RESIDENCE,Lakewood Heights,Y,-84.398219999999995,33.700060000000001
7388959,172052408,07/24/2017,07/24/2017,20:00:00,07/24/2017,21:22:00,302,,,1143 HUBBARD ST SW,0511,2202,,2,Eve,Mon,20,BURGLARY-RESIDENCE,Pittsburgh,V,-84.402640000000005,33.723739999999999
7388960,172052586,07/24/2017,07/24/2017,21:00:00,07/24/2017,23:20:00,509,,,396 PIEDMONT AVE NE,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,Downtown,M,-84.382599999999996,33.76491
7388961,172052652,07/24/2017,07/24/2017,23:50:00,07/24/2017,23:57:00,101,,2781,369 MCDANIEL ST SW,0710,2404,60,1,Morn,Mon,20,AUTO THEFT,The Villages at Castleberry H,T,-84.405230000000003,33.745049999999999
7388962,172058029,07/24/2017,07/22/2017,12:00:00,07/23/2017,07:00:00,703,,,12700 SPINE RD,0690,2399,,0,Unk,Sat,,LARCENY-NON VEHICLE,,,-84.426540000000003,33.638809999999999
7388963,172060071,07/25/2017,07/25/2017,00:28:00,07/25/2017,00:30:00,610,,,2128 HOSEA L WILLIAMS DR NE,0410,1314,,1,Morn,Tue,20,AGG ASSAULT,Kirkwood,O,-84.318110000000004,33.75141
7388964,172060074,07/25/2017,07/24/2017,20:00:00,07/25/2017,00:31:00,308,,,2365 LOCUST LN SE,0640,2305,,1,Eve,Mon,20,LARCENY-FROM VEHICLE,Leila Valley,Z,-84.353149999999999,33.689419999999998
7388965,172060077,07/25/2017,07/24/2017,23:00:00,07/24/2017,23:00:00,414,,,3770 PRINCETON LAKES PKWY SW,0720,2424,20,0,Morn,Mon,18,AUTO THEFT,Princeton Lakes,P,-84.511290000000002,33.657589999999999
7388966,172060117,07/25/2017,07/25/2017,00:00:00,07/25/2017,00:53:00,606,,309,277 MORELAND AVE SE,0710,2404,,1,Morn,Tue,14,AUTO THEFT,Reynoldstown,N,-84.349320000000006,33.746189999999999
7388967,172060254,07/25/2017,07/25/2017,02:00:00,07/25/2017,04:00:00,102,,,650 THURMOND ST NW,0210,1103,,1,Morn,Tue,,RAPE,Vine City,L,-84.408739999999995,33.761220000000002
7388968,172060299,07/25/2017,07/25/2017,01:00:00,07/25/2017,01:00:00,211,,,2571 PIEDMONT RD NE,0620,2302,,1,Morn,Tue,13,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.365350000000007,33.825609999999998
7388969,172060355,07/25/2017,07/25/2017,00:00:00,07/25/2017,03:00:00,109,,,2603 OLDKNOW DR NW,0650,2304,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Center Hill,J,-84.472189999999998,33.771909999999998
7388970,172060437,07/25/2017,07/25/2017,02:00:00,07/25/2017,04:00:00,505,,921,866 W PEACHTREE ST NW,0670,2308,,1,Morn,Tue,14,LARCENY-NON VEHICLE,Midtown,E,-84.387389999999996,33.77825
7388971,172060509,07/25/2017,07/25/2017,05:38:00,07/25/2017,05:38:00,306,,,1150 ASTOR AVENUE SW,0640,2305,,6,Morn,Tue,13,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.426779999999994,33.701369999999997
7388972,172060513,07/25/2017,07/25/2017,02:00:00,07/25/2017,05:44:00,304,,,472 MARTIN ST SE,0640,2305,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Summerhill,V,-84.383799999999994,33.741770000000002
7388973,172060526,07/25/2017,07/25/2017,05:45:00,07/25/2017,05:50:00,413,,,3580 CAMPBELLTON RD SW,0710,2404,,1,Morn,Tue,23,AUTO THEFT,,P,-84.505840000000006,33.689900000000002
7388974,172060530,07/25/2017,07/24/2017,18:30:00,07/25/2017,05:55:00,605,,,671 ATLANTA AVE SE,0640,2305,,1,Morn,Tue,13,LARCENY-FROM VEHICLE,Grant Park,W,-84.365390000000005,33.73019
7388975,172060539,07/25/2017,07/25/2017,05:45:00,07/25/2017,05:45:00,411,,,3000 STONE HOGAN CONN SW @GREENBRIAR COMMONS,0311,1204,,1,Morn,Tue,13,ROBBERY-PEDESTRIAN,Greenbriar,R,-84.496399999999994,33.673560000000002
7388976,172060542,07/25/2017,07/24/2017,15:00:00,07/25/2017,06:00:00,602,,3233,821 RALPH MCGILL BLVD NE,0640,2305,,1,Eve,Mon,,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.359110000000001,33.767919999999997
7388977,172060561,07/25/2017,07/25/2017,05:30:00,07/25/2017,06:15:00,207,,,500 BISHOP ST NW,0640,2305,,1,Morn,Tue,18,LARCENY-FROM VEHICLE,Loring Heights,E,-84.404150000000001,33.79204
7388978,172060573,07/25/2017,07/24/2017,19:30:00,07/25/2017,06:20:00,601,,12,1197 VIRGINIA AVE NE,0710,2404,,1,Morn,Tue,13,AUTO THEFT,Virginia Highland,F,-84.347790000000003,33.779620000000001
7388979,172060575,07/25/2017,07/25/2017,04:00:00,07/25/2017,06:45:00,411,,,3268 GREENBRIAR PKWY SW,0640,2305,,3,Morn,Tue,18,LARCENY-FROM VEHICLE,Greenbriar,R,-84.496539999999996,33.685850000000002
7388980,172060593,07/25/2017,07/25/2017,07:04:00,07/25/2017,07:07:00,602,,,350 MORELAND AVE NE,0311,1204,,1,Day,Tue,23,ROBBERY-PEDESTRIAN,Inman Park,N,-84.349699999999999,33.763770000000001
7388981,172060636,07/25/2017,07/24/2017,21:00:00,07/25/2017,07:30:00,601,,,900 LOS ANGELES AVE NE,0640,2305,,4,Morn,Tue,13,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.357789999999994,33.784089999999999
7388982,172060637,07/25/2017,07/25/2017,06:35:00,07/25/2017,07:25:00,203,,,1092 HUFF RD NW,0640,2305,,1,Day,Tue,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.424170000000004,33.789099999999998
7388983,172060661,07/25/2017,07/21/2017,12:00:00,07/25/2017,07:45:00,605,,D,777 MERCER ST SE,0650,2304,,1,Unk,Unk,13,LARCENY-FROM VEHICLE,Grant Park,W,-84.361789999999999,33.735390000000002
7388984,172060691,07/25/2017,07/25/2017,01:00:00,07/25/2017,08:02:00,414,,,3064 ABBEY DR SW;,0730,2434,,1,Morn,Tue,20,AUTO THEFT,Princeton Lakes,P,-84.511870000000002,33.671169999999996
7388985,172060742,07/25/2017,07/24/2017,09:00:00,07/25/2017,08:00:00,603,,,608 RALPH MCGILL BLVD NE,0670,2308,,2,Unk,Mon,6,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.367199999999997,33.764470000000003
7388986,172060751,07/25/2017,07/24/2017,22:00:00,07/25/2017,08:30:00,113,,,1685 MALDO DR NW,0710,2404,,1,Morn,Tue,,AUTO THEFT,Lincoln Homes,G,-84.480720000000005,33.801540000000003
7388987,172060781,07/25/2017,07/25/2017,08:40:00,07/25/2017,08:45:00,306,,,2034 METROPOLITAN PKWY SW,0630,2303,,1,Day,Tue,8,LARCENY-NON VEHICLE,Sylvan Hills,X,-84.407979999999995,33.698729999999998
7388988,172060790,07/25/2017,07/25/2017,01:00:00,07/25/2017,08:48:00,414,,,3255 WELLINGTON WALK SW;,0710,2404,,1,Morn,Tue,20,AUTO THEFT,Princeton Lakes,P,-84.515209999999996,33.661639999999998
7388989,172060832,07/25/2017,07/25/2017,01:00:00,07/25/2017,09:12:00,414,,,3604 TINSLEY WAY SW;,0640,2305,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.515619999999998,33.66236
7388990,172060834,07/25/2017,07/24/2017,21:30:00,07/25/2017,08:00:00,209,,107,925 CANTERBURY RD,0650,2304,,1,Morn,Tue,18,LARCENY-FROM VEHICLE,Pine Hills,B,-84.356300000000005,33.827800000000003
7388991,172060859,07/25/2017,07/25/2017,09:15:00,07/25/2017,09:25:00,402,,,712 ROCHELLE DR SW,0311,1204,,4,Day,Tue,,ROBBERY-PEDESTRIAN,West End,T,-84.43365,33.735860000000002
7388992,172060871,07/25/2017,07/25/2017,09:00:00,07/25/2017,09:07:00,502,,,1001 PIEDMONT AVE NE,0640,2305,,2,Day,Tue,18,LARCENY-FROM VEHICLE,Midtown,E,-84.380219999999994,33.782020000000003
7388993,172060925,07/25/2017,07/24/2017,20:00:00,07/25/2017,09:55:00,401,,314,717 LEE ST SW,0650,2304,,1,Morn,Tue,,LARCENY-FROM VEHICLE,West End,T,-84.414209999999997,33.73516
7388994,172060931,07/25/2017,07/24/2017,10:00:00,07/24/2017,10:00:00,607,,27C,1940 FISHER RD SE,0710,2404,,1,Day,Mon,18,AUTO THEFT,Custer/McDonough/Guice,W,-84.358490000000003,33.709789999999998
7388995,172060943,07/25/2017,07/20/2017,16:00:00,07/25/2017,10:00:00,212,,,1380 MAYSON ST NE,0710,2404,,1,Unk,Unk,99,AUTO THEFT,,F,-84.376760000000004,33.809890000000003
7388996,172060959,07/25/2017,07/24/2017,23:30:00,07/25/2017,10:00:00,414,,H2,3540 N CAMP CREEK PKWY SW,0640,2305,,1,Morn,Tue,26,LARCENY-FROM VEHICLE,,P,-84.502989999999997,33.67051
7388997,172060961,07/25/2017,07/24/2017,16:00:00,07/25/2017,09:45:00,607,,,969 MORELAND AVE SE,0690,2399,,1,Unk,Tue,20,LARCENY-NON VEHICLE,Ormewood Park,W,-84.349670000000003,33.727989999999998
7388998,172060982,07/25/2017,07/25/2017,09:00:00,07/25/2017,10:38:00,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,0630,2303,10,1,Day,Tue,12,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.363280000000003,33.82403
7388999,172061003,07/25/2017,07/24/2017,22:11:00,07/25/2017,09:00:00,306,,,1932 BREWER BLVD SW,0710,2404,,1,Morn,Tue,20,AUTO THEFT,Sylvan Hills,X,-84.411649999999995,33.701830000000001
7389000,172061046,07/25/2017,07/07/2017,16:00:00,07/25/2017,10:50:00,607,,,1090 BENTEEN AVE SE,0690,2399,,1,Unk,Unk,1,LARCENY-NON VEHICLE,Boulevard Heights,W,-84.366979999999998,33.725110000000001
7389001,172061047,07/25/2017,07/17/2017,08:00:00,07/25/2017,10:50:00,105,,,45 HOLLY RD NW,0670,2308,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Hunter Hills,K,-84.437640000000002,33.756320000000002
7389002,172061053,07/25/2017,07/24/2017,22:00:00,07/25/2017,10:40:00,605,,,300 MARTIN L KING JR DR SE,0710,2404,,1,Morn,Tue,18,AUTO THEFT,Oakland,W,-84.378749999999997,33.74803
7389003,172061059,07/25/2017,03/25/2017,12:00:00,03/25/2017,12:00:00,304,,,95 ORMOND ST,0650,2304,,1,Day,Sat,13,LARCENY-FROM VEHICLE,Peoplestown,V,-84.384879999999995,33.731430000000003
7389004,172061064,07/25/2017,07/25/2017,05:30:00,07/25/2017,10:30:00,505,,,134 5TH ST NE,0640,2305,,3,Day,Tue,18,LARCENY-FROM VEHICLE,Midtown,E,-84.382720000000006,33.776119999999999
7389005,172061093,07/25/2017,07/24/2017,19:00:00,07/25/2017,08:00:00,206,,,3002 PEACHTREE RD NW,0640,2305,,1,Morn,Tue,18,LARCENY-FROM VEHICLE,Peachtree Heights West,B,-84.382469999999998,33.836759999999998
7389006,172061110,07/25/2017,07/25/2017,11:00:00,07/25/2017,11:15:00,104,,,995 PARSONS ST SW,0311,1212,,2,Day,Tue,13,ROBBERY-PEDESTRIAN,Ashview Heights,T,-84.42022,33.751300000000001
7389007,172061121,07/25/2017,07/25/2017,11:21:00,07/25/2017,11:21:00,107,,,502 HOLLY ST NW,0420,1315K,20,1,Day,Tue,20,AGG ASSAULT,Grove Park,J,-84.437650000000005,33.768039999999999
7389008,172061224,07/25/2017,07/13/2017,21:00:00,07/14/2017,13:00:00,610,,,155 MURRAY HILL AVE NE,0511,2202,,1,Unk,Fri,20,BURGLARY-RESIDENCE,Kirkwood,O,-84.315730000000002,33.756740000000001
7389009,172061256,07/25/2017,07/24/2017,23:00:00,07/25/2017,12:10:00,605,,,707 DELMAR AVE SE,0640,2305,,1,Morn,Tue,13,LARCENY-FROM VEHICLE,Grant Park,W,-84.364220000000003,33.731929999999998
7389010,172061288,07/25/2017,07/24/2017,18:00:00,07/25/2017,12:00:00,403,,,1060 OAKLAND DR SW;,0512,2203,,1,Unk,Tue,24,BURGLARY-NONRES,Oakland City,S,-84.426779999999994,33.72616
